session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
11469,29,35,42,48,47,47,35,48,29,42,207
11470,35,47,42,29,48,29,47,35,48,29,207
11471,42,35,47,48,29,48,47,29,42,35,207
11472,47,48,88,2,88,536,145,245,17,254,207
11473,18,5,2064,245,5,2064,564,20,932,932,207
11474,5,536,61,254,5,71,18,536,17,145,207
11475,536,71,536,18,145,17,5,5,5,22,207
11476,5,5,22,20,5,5,20,20,5,20,207
11477,20,5,20,20,2,4,2,2,84,84,207
11478,101,3435,146,2592,2592,84,101,84,2336,101,207
11479,31,84,146,2336,101,146,44,6,5,126,207
11480,17,18,53,20,6,10,5,73,84,122,207
11481,126,53,5,6,18,17,84,84,1634,84,207
11482,4804,88,2,84,5,17,18,126,53,5,207
11483,20,20,84,10,6,84,2140,73,2140,19,207
11484,38,13,20,5,53,126,18,6,17,2,207
11485,20,88,2,6,2,1098,146,1311,170,1098,207
11486,170,1098,270,84,1311,3211,73,146,122,3211,207
11487,118,1311,2556,1098,604,73,2556,31,31,31,207
11488,146,122,2556,1311,18,17,5,126,5,84,207
11489,53,4,1311,6,73,2181,1098,20,5,2181,207
11490,453,73,122,2181,5,53,17,18,1311,1098,207
11491,6,3080,2802,73,20,1311,146,3080,122,73,207
11492,17,126,5,53,18,84,2830,84,6,20,207
11493,379,2830,122,84,73,379,300,5,126,18,207
11494,53,20,6,17,4745,84,379,468,73,270,207
11495,2,3158,172,101,84,101,172,73,122,379,207
11496,594,31,5,17,146,270,18,126,6,101,207
11497,5,270,4468,84,1455,84,122,379,73,1455,207
11498,17,5,18,126,53,5,270,84,172,20,207
11499,73,122,73,18,5,17,5,101,122,73,207
11500,84,3477,73,126,5,17,18,53,122,73,207
11501,4630,84,73,87,17,18,126,53,5,84,207
11502,270,172,3160,73,122,4,17,6,5,18,207
11503,73,122,87,3160,5,126,53,17,18,84,207
11504,270,20,84,270,6,20,84,3617,6,73,207
11505,122,352,559,756,682,20,6,17,18,126,207
11506,53,5,5,84,3473,73,122,468,18,53,207
11507,5,17,20,126,84,4297,73,87,122,18,207
11508,5,17,5,126,53,2276,84,6,87,122,207
11509,73,20,211,5,73,5,18,17,53,126,207
11510,20,6,84,1098,102,270,146,1507,1058,146,207
11511,5,1202,40,1507,122,73,5,1202,1058,87,207
11512,18,84,6,17,18,193,122,172,53,270,207
11513,5,126,73,1058,20,5,20,17,5,20,207
11514,84,73,3647,84,247,2454,73,84,1364,84,207
11515,3258,73,84,4374,146,84,3090,3090,20,84,207
11516,3470,4895,73,84,4673,73,84,3450,87,73,207
11517,73,3024,84,73,1058,5,122,87,3024,1202,207
11518,1058,5,17,18,87,270,84,172,126,53,207
11519,5,84,18,6,20,17,468,122,73,2257,207
11520,5,172,6,10,2257,73,122,1058,2257,5,207
11521,73,1058,1058,53,17,18,126,6,5,6,207
11522,84,6,84,2456,84,73,122,73,2456,126,207
11523,18,53,17,5,5,84,2941,122,84,2941,207
11524,73,5,20,53,17,18,126,20,270,172,207
11525,2867,84,172,122,20,17,6,5,703,73,207
11526,18,640,2867,5,17,18,53,5,1634,126,207
11527,84,640,20,1634,73,122,1634,20,17,18,207
11528,126,53,3237,5,84,122,3237,640,73,17,207
11529,5,18,126,53,84,73,4070,122,703,5,207
11530,20,17,18,84,53,5,2454,126,73,122,207
11531,2454,18,5,17,126,53,5,84,2946,640,207
11532,122,2946,73,18,126,17,20,5,53,84,207
11533,5,4004,73,122,5,84,2189,126,18,17,207
11534,53,2189,73,703,122,87,6,87,73,2189,207
11535,2005,84,84,2005,122,73,270,172,87,73,207
11536,122,18,5,20,17,6,53,20,126,5,207
11537,84,2882,2882,73,122,18,17,5,126,53,207
11538,5,84,84,73,122,2140,87,84,2585,2585,207
11539,73,122,18,126,5,84,20,17,53,3214,207
11540,122,3214,84,73,87,84,172,1507,270,122,207
11541,172,73,20,1507,6,196,18,5,17,5,207
11542,18,126,53,5,17,84,73,3390,196,122,207
11543,126,53,5,18,20,17,73,3577,84,216,207
11544,122,87,126,5,18,53,17,84,20,122,207
11545,73,172,270,6,17,196,18,5,5,87,207
11546,4,84,1507,1507,84,122,196,87,73,84,207
11547,17,196,87,73,5,53,126,172,270,122,207
11548,6,18,73,84,87,5,17,122,18,2456,207
11549,73,196,73,5,18,126,53,84,20,5,207
11550,17,73,2113,84,122,196,5,17,6,84,207
11551,18,126,53,84,122,73,2023,196,20,53,207
11552,126,5,84,6,18,17,2214,20,84,73,207
11553,196,122,73,84,53,126,20,5,18,17,207
11554,84,3190,73,122,196,3190,73,126,18,17,207
11555,5,53,84,87,2755,270,18,20,17,5,207
11556,196,2755,122,172,73,6,20,17,18,5,207
11557,126,53,2313,84,2313,73,122,196,17,18,207
11558,53,5,6,2,84,172,196,6,270,5,207
11559,17,73,122,18,5,2,73,172,6,20,207
11560,122,84,270,73,5,17,172,196,18,5,207
11561,84,22,73,122,172,6,196,20,270,17,207
11562,5,84,18,73,172,172,270,5,6,20,207
11563,17,270,73,122,101,18,172,84,122,73,207
11564,270,701,172,172,795,73,17,18,5,310,207
11565,20,310,2,588,31,310,2,588,2714,588,207
11566,2714,3,588,4560,6,2,84,588,84,3486,207
11567,84,84,3703,84,2117,84,3404,84,2313,84,207
11568,84,2336,4499,84,84,4831,3632,84,4904,84,207
11569,1455,84,3258,1756,270,102,1098,84,1756,73,207
11570,846,1058,1098,146,4178,385,1202,385,1202,73,207
11571,1756,196,122,1058,5,588,588,588,588,588,207
11572,588,588,588,588,588,588,588,588,588,588,207
11573,588,588,1962,1962,4,1962,1962,84,2720,4,207
11574,2720,73,122,733,2307,1255,733,1255,17,18,207
11575,126,53,5,22,84,73,20,6,87,122,207
11576,2214,84,73,20,18,17,5,5,53,126,207
11577,87,84,2471,122,73,196,5,17,126,18,207
11578,53,5,84,84,4579,73,122,196,5,17,207
11579,53,18,126,196,3683,73,20,84,122,18,207
11580,5,17,53,126,5,84,3215,73,122,196,207
11581,3215,6,18,17,5,5,126,53,20,6,207
11582,73,703,3061,84,196,122,3061,17,5,126,207
11583,53,18,2970,84,6,73,20,2970,703,196,207
11584,122,53,126,17,18,5,703,2471,122,73,207
11585,20,6,84,73,196,2471,126,53,18,6,207
11586,5,17,2859,5,84,2859,73,122,196,20,207
11587,17,5,126,53,18,84,4,6,2214,84,207
11588,73,122,196,17,5,126,18,6,53,84,207
11589,73,4426,196,122,84,18,20,17,5,53,207
11590,126,5,84,84,1634,703,73,122,196,17,207
11591,18,126,53,6,5,5,2276,84,2276,122,207
11592,73,196,18,53,126,6,5,17,20,5,207
11593,84,3037,87,3037,122,73,196,53,126,5,207
11594,17,18,5,6,2113,84,87,73,84,2113,207
11595,122,196,18,20,17,5,126,53,84,5,207
11596,196,122,73,3852,53,18,5,126,6,17,207
11597,84,1403,73,122,196,1403,73,5,17,20,207
11598,53,126,18,5,3113,84,196,6,1403,3113,207
11599,122,73,17,5,20,18,126,53,5,3110,207
11600,84,73,3110,122,196,5,6,18,17,53,207
11601,126,5,84,2333,2333,73,122,196,20,17,207
11602,18,53,5,6,73,196,4459,53,18,5,207
11603,17,5,4,2,6,20,10,21,3,27,207
11604,4,2,2,2,63,86,54,2,63,86,207
11605,54,2,2,2,2,3,4,10,21,27,207
11606,30,2,33,4,4,33,2,30,27,10,207
11607,3,27,21,4,2,2,2,22,17,5,207
11608,44,18,1148,22,5,18,17,20,20,18,207
11609,5,17,22,1328,20,3,29,42,3,35,207
11610,3,29,42,2,29,42,35,35,29,29,207
11611,42,35,42,35,29,35,35,42,29,42,207
11612,47,48,29,47,47,48,42,29,35,47,207
11613,35,47,48,48,47,29,47,47,47,42,207
11614,48,47,29,35,48,47,42,29,29,35,207
11615,47,48,42,96,91,96,91,42,91,96,207
11616,47,48,48,35,47,35,96,91,91,29,207
11617,48,29,29,35,29,48,47,48,42,35,207
11618,29,47,42,29,35,48,29,47,42,35,207
11619,29,48,47,29,35,42,48,47,29,47,207
11620,48,47,48,48,48,42,47,35,29,47,207
11621,35,42,29,48,48,42,35,47,35,29,207
11622,47,48,48,29,48,29,35,42,35,29,207
11623,29,35,35,125,29,35,121,125,121,125,207
11624,121,42,133,129,113,138,138,133,129,35,207
11625,113,29,125,121,133,113,138,42,29,129,207
11626,3,133,129,113,29,35,133,138,129,129,207
11627,42,113,113,129,129,133,42,113,138,133,207
11628,113,138,42,129,29,133,138,42,129,113,207
11629,133,138,113,133,42,129,129,133,42,113,207
11630,129,133,129,133,42,121,138,113,138,133,207
11631,113,129,133,138,29,35,113,138,133,129,207
11632,42,96,35,91,42,48,47,29,91,96,207
11633,35,29,42,47,48,91,96,35,35,29,207
11634,35,91,96,35,35,42,96,29,91,29,207
11635,96,91,35,91,96,42,35,121,125,29,207
11636,42,35,125,29,121,29,125,29,121,42,207
11637,35,113,133,138,138,125,3,29,121,29,207
11638,47,48,42,138,129,133,113,35,3,29,207
11639,35,29,29,35,35,35,42,3,2,2,207
11640,29,146,787,101,90,1540,101,787,379,87,207
11641,73,17,5,18,5,126,101,6,22,22,207
11642,6,1101,10,1101,101,20,87,10,1540,73,207
11643,787,17,5,22,18,87,379,73,22,5,207
11644,101,87,101,146,1540,20,787,18,5,6,207
11645,17,379,22,5,101,1540,18,101,604,379,207
11646,73,787,5,17,22,787,5,787,1540,787,207
11647,73,5,1540,6,22,787,5,18,787,17,207
11648,787,73,18,5,17,787,73,20,73,787,207
11649,2,903,2,6,4191,3594,289,4134,903,316,207
11650,127,903,316,127,565,3769,127,903,903,289,207
11651,127,127,3,3298,4416,3,2,903,289,127,207
11652,903,127,565,903,289,127,903,127,903,289,207
11653,127,903,127,127,289,903,127,2,165,2,207
11654,41,2,2,2,2,88,2,88,2,2,207
11655,2,2,2,1941,2,5,2303,1941,2303,2303,207
11656,1941,2,1941,5,2,5,2,6,1676,6,207
11657,4277,1946,3813,3905,1883,3638,2,2646,6,17,207
11658,1676,2646,2687,18,44,22,1946,3238,1883,130,207
11659,2,2,1019,3049,518,275,421,1624,275,518,207
11660,421,5,44,18,17,275,5,1676,1946,2,207
11661,2687,3,244,1946,758,1883,581,895,1874,1676,207
11662,3238,5,709,1019,518,1676,3526,960,960,6,207
11663,10,53,6,10,518,421,275,31,2505,421,207
11664,275,275,731,421,275,275,938,826,938,275,207
11665,731,826,731,275,826,275,826,731,731,275,207
11666,826,826,275,731,938,2,2,1065,379,644,207
11667,644,1065,931,644,379,1900,73,644,931,2415,207
11668,1065,924,22,2415,591,644,73,6,1065,73,207
11669,931,1065,931,282,73,382,600,53,20,1390,207
11670,10,20,10,1390,644,1065,1065,931,2415,1065,207
11671,379,22,924,1900,5,73,73,1065,1390,644,207
11672,931,924,20,1065,644,6,282,931,9,2,207
11673,3736,2,2916,2916,6,4243,2,2,3,3,207
11674,4,21,27,30,2,33,4,2,4,27,207
11675,30,33,4,2,3,27,21,4,42,10,207
11676,42,4,2,47,48,35,29,42,48,29,207
11677,35,47,29,42,47,48,35,35,29,48,207
11678,35,42,47,35,47,48,29,47,35,29,207
11679,42,48,47,48,35,29,42,48,48,47,207
11680,29,42,48,121,47,48,42,35,125,29,207
11681,125,121,125,121,47,48,42,42,138,113,207
11682,125,35,29,121,42,129,133,113,133,3,207
11683,42,133,29,138,129,113,133,113,1661,310,207
11684,133,129,133,113,129,310,138,29,1661,113,207
11685,133,129,310,29,42,133,138,129,113,113,207
11686,138,138,42,29,129,113,133,129,133,113,207
11687,113,129,42,310,138,133,29,113,586,133,207
11688,138,586,42,29,138,129,113,129,133,129,207
11689,546,138,133,138,133,113,42,29,129,546,207
11690,3,133,113,138,3,42,29,129,113,129,207
11691,113,129,133,138,129,133,3,310,42,29,207
11692,138,113,129,138,133,133,113,3,310,42,207
11693,133,29,129,113,138,113,129,129,29,42,207
11694,113,133,138,3,129,113,133,113,133,129,207
11695,35,3,29,138,29,48,47,42,35,29,207
11696,35,47,48,42,47,48,48,48,47,42,207
11697,35,29,47,48,29,42,47,48,48,42,207
11698,35,29,48,47,29,42,48,35,47,29,207
11699,48,29,47,47,48,42,29,35,29,48,207
11700,47,35,48,47,47,48,29,29,48,42,207
11701,48,35,29,47,47,35,29,29,48,42,207
11702,48,47,35,42,29,48,47,29,35,48,207
11703,42,48,29,35,47,48,47,48,42,29,207
11704,35,48,29,29,42,48,35,47,29,121,207
11705,42,125,35,113,125,29,121,42,138,129,207
11706,113,3,133,138,129,113,133,129,133,138,207
11707,113,42,42,138,129,133,113,310,47,48,207
11708,121,125,35,29,129,138,138,129,91,48,207
11709,29,96,42,35,133,47,113,48,47,35,207
11710,29,91,96,42,47,35,96,91,42,29,207
11711,91,96,29,35,42,29,35,48,47,29,207
11712,35,91,96,91,96,29,35,35,96,91,207
11713,29,35,91,29,96,29,35,91,96,35,207
11714,91,96,29,35,42,48,29,35,125,121,207
11715,47,125,121,29,35,42,121,91,121,29,207
11716,42,113,129,133,96,35,113,125,121,129,207
11717,29,3,138,42,113,310,96,91,113,133,207
11718,29,129,35,96,138,113,133,35,29,96,207
11719,91,35,113,29,133,96,138,129,121,29,207
11720,113,91,96,48,129,125,35,35,42,138,207
11721,129,113,133,29,42,29,35,42,29,91,207
11722,91,121,125,47,48,47,48,42,96,29,207
11723,35,91,29,91,29,35,42,2,42,35,207
11724,29,47,48,42,35,29,47,48,42,2,207
11725,35,29,47,48,29,48,35,42,35,29,207
11726,35,29,47,29,42,48,35,42,48,47,207
11727,29,35,47,48,48,47,35,29,48,35,207
11728,47,29,42,47,35,29,48,35,29,91,207
11729,96,91,29,96,91,96,96,91,91,91,207
11730,47,48,29,96,29,29,42,125,121,35,207
11731,125,121,121,125,29,121,138,113,129,133,207
11732,125,35,121,113,29,129,133,42,3,138,207
11733,35,125,29,42,3,138,113,129,113,42,207
11734,113,133,129,138,133,113,138,129,138,129,207
11735,29,91,138,113,42,129,113,133,121,42,207
11736,91,29,133,42,138,113,129,133,138,129,207
11737,129,29,35,42,133,113,138,133,96,29,207
11738,42,113,129,35,96,133,138,138,96,91,207
11739,29,42,133,138,113,129,129,113,138,138,207
11740,42,29,129,133,113,113,129,133,91,42,207
11741,129,133,138,113,129,138,133,113,133,113,207
11742,133,42,113,29,138,129,113,138,133,35,207
11743,91,138,129,133,113,29,42,138,29,35,207
11744,133,42,113,129,91,96,91,96,91,96,207
11745,35,29,91,96,35,29,42,96,91,91,207
11746,29,35,96,96,42,29,35,91,91,42,207
11747,29,91,35,96,2,42,42,29,47,35,207
11748,2,42,48,29,48,35,47,35,29,29,207
11749,35,47,48,42,35,29,47,48,42,47,207
11750,48,48,47,42,48,29,35,48,47,29,207
11751,35,42,29,35,47,48,42,47,48,47,207
11752,48,35,47,48,35,29,35,42,48,29,207
11753,47,29,47,29,48,29,35,47,48,29,207
11754,35,35,29,47,48,42,29,35,96,91,207
11755,29,96,91,91,96,91,47,48,96,29,207
11756,35,35,96,91,35,29,96,91,29,91,207
11757,91,29,42,96,91,42,29,35,96,91,207
11758,29,42,91,42,35,29,96,91,91,96,207
11759,91,29,35,96,35,96,35,35,29,91,207
11760,29,91,42,96,35,96,91,35,29,42,207
11761,91,35,48,47,29,96,48,47,35,96,207
11762,47,29,91,96,48,48,29,91,47,35,207
11763,29,42,47,35,48,48,125,35,42,48,207
11764,121,47,29,35,29,125,121,125,121,121,207
11765,125,121,113,129,133,138,125,35,42,29,207
11766,133,129,138,113,3,47,113,133,35,138,207
11767,3,42,121,129,125,133,138,113,29,42,207
11768,35,48,47,129,96,91,29,35,91,96,207
11769,29,91,47,48,42,121,35,125,96,35,207
11770,29,42,48,47,121,125,113,35,121,138,207
11771,129,133,125,138,3,48,47,129,29,35,207
11772,133,113,129,96,35,125,29,121,129,138,207
11773,91,129,113,138,133,29,96,91,48,47,207
11774,29,35,42,48,96,91,35,47,29,96,207
11775,96,91,47,29,29,47,42,91,96,48,207
11776,35,91,91,35,96,29,91,35,96,42,207
11777,29,91,29,35,91,96,29,42,91,35,207
11778,29,96,96,91,35,29,96,35,91,96,207
11779,29,91,42,29,96,35,29,96,91,35,207
11780,47,48,48,35,47,48,91,35,47,29,207
11781,42,96,48,35,29,47,47,47,29,48,207
11782,42,35,48,47,35,35,48,29,47,47,207
11783,48,47,35,29,48,47,42,29,35,29,207
11784,35,48,47,42,48,47,48,29,48,35,207
11785,47,42,29,35,48,47,47,47,42,29,207
11786,35,125,121,48,35,125,29,121,121,121,207
11787,29,125,42,113,35,133,138,113,129,113,207
11788,29,3,42,125,138,133,129,129,133,113,207
11789,138,29,35,47,42,48,48,47,29,35,207
11790,96,91,96,91,29,96,35,91,91,47,207
11791,48,35,29,42,96,96,91,91,96,96,207
11792,91,96,48,42,29,35,47,29,48,91,207
11793,47,96,35,91,96,29,35,29,96,91,207
11794,35,48,47,42,35,29,91,96,35,96,207
11795,42,29,91,96,91,96,42,96,35,29,207
11796,96,47,42,48,91,35,42,29,47,48,207
11797,29,35,35,47,29,35,35,47,48,42,207
11798,29,47,48,29,48,35,47,29,35,3,207
11799,48,47,35,29,2,42,48,35,47,29,207
11800,29,35,2,29,88,47,48,2,88,2,207
11801,88,2,88,2,3491,4208,3780,2917,4045,2711,207
11802,661,559,919,352,979,4508,623,2917,2711,979,207
11803,756,661,2,4,3,10,21,27,30,2,207
11804,33,4,3,27,30,2,4,21,10,27,207
11805,3,33,2,2,3,6,10,4,21,2,207
11806,2,3,27,3,10,21,27,4,6,4,207
11807,3,30,6,30,10,33,4,24,4,4,207
11808,43,81,4,4,33,24,6,4,51,4,207
11809,4,51,3,2,4,21,10,27,3,2,207
11810,2,2,6,3,2,4,10,6,21,2,207
11811,4,10,21,2,2,3502,27,2,3,10,207
11812,21,27,30,4,3,4,33,10,41,4,207
11813,41,41,153,165,153,438,99,147,97,71,207
11814,153,71,97,99,249,95,186,153,159,340,207
11815,95,71,147,71,147,45,82,159,45,153,207
11816,41,45,43,45,45,82,214,41,249,95,207
11817,97,438,470,153,228,61,132,82,93,315,207
11818,254,245,922,61,315,147,428,132,301,564,207
11819,5,254,17,428,22,423,44,18,301,22,207
11820,22,20,22,20,151,46,2,398,2,1500,207
11821,244,1500,46,31,5,1500,22,1500,20,5,207
11822,1500,1500,2,42,2,2,20,763,35,47,207
11823,48,102,42,29,35,47,29,102,763,48,207
11824,42,3,2,48,102,47,35,29,47,35,207
11825,29,48,42,29,35,3,42,35,42,29,207
11826,48,35,47,102,47,48,48,47,29,35,207
11827,102,42,47,48,29,35,48,47,42,29,207
11828,48,47,42,35,47,35,29,48,33,6,207
11829,35,29,2,10,48,35,2,150,48,42,207
11830,76,150,1632,150,522,76,150,522,76,150,207
11831,150,209,150,150,150,76,150,29,48,47,207
11832,35,42,4,29,48,47,42,35,47,47,207
11833,47,48,102,42,35,29,48,42,48,35,207
11834,48,29,35,35,102,47,48,4,76,29,207
11835,42,48,35,47,42,42,29,47,48,35,207
11836,42,35,47,48,29,29,35,35,29,35,207
11837,42,48,47,2,35,29,47,1746,2,48,207
11838,180,181,244,1746,1746,181,40,40,40,1746,207
11839,1746,5,5,20,6,10,20,20,6,10,207
11840,102,5,6,20,6,181,180,40,40,40,207
11841,5,44,18,5,20,6,17,5,40,40,207
11842,20,6,2,20,9,2,6,10,2,841,207
11843,841,841,5,841,2,10,142,86,2,54,207
11844,63,10,841,151,20,151,46,20,46,22,207
11845,151,46,9,2,2,2,54,86,63,2,207
11846,841,2,841,5,841,841,3,841,841,841,207
11847,151,841,20,841,2,2,46,4,22,151,207
11848,2,165,2,41,41,2,165,153,99,153,207
11849,45,82,95,41,249,41,438,6,4,4,207
11850,2,4,21,10,27,153,3,45,159,2,207
11851,2,6,3,4,10,6,21,2,27,2,207
11852,3,3,10,21,27,4,30,33,4,10,207
11853,43,4,6,30,33,6,4,9,6,2,207
11854,9,6,4,2,1499,1686,102,31,2962,1388,207
11855,4,1686,1499,1388,6,18,5,17,10,44,207
11856,1388,2,10,2,10,4,4,4,4,320,207
11857,24,4,4,320,4,6,24,4,2,4,207
11858,6,3,4,4,21,10,27,3,2,2,207
11859,3,3,42,2,3,35,29,35,29,29,207
11860,35,42,35,29,35,42,29,42,29,35,207
11861,29,35,42,35,35,29,35,42,29,35,207
11862,29,42,29,35,3,2,3,38,3,13,207
11863,19,38,2,2,88,10,6,88,2,1554,207
11864,2,171,1554,171,1554,1554,2974,88,2,2,207
11865,2,3,1554,2974,2,2,2,4,3,10,207
11866,21,27,30,2,4,33,10,21,4,27,207
11867,2,33,30,27,3,10,21,4,2,2,207
11868,774,774,774,774,774,3,15,3,15,3,207
11869,774,774,3,15,3,774,3,105,774,31,207
11870,105,774,774,774,2,2,774,2,2,2,207
11871,4,3,6,10,21,27,2,3,6,30,207
11872,10,21,27,3,4,30,4,33,6,4,207
11873,2,3,4,21,10,27,33,3,43,2,207
11874,2,6,3,3,4,10,2,6,21,2,207
11875,2,27,27,3,21,10,30,27,3,4,207
11876,30,51,6,33,4,24,43,4,10,4,207
11877,3,33,6,24,51,2,27,10,2,3,207
11878,4,21,2,2,2,4,3,10,21,27,207
11879,30,2,4,6,10,21,27,33,4,3,207
11880,30,33,4,2,6,4,10,21,4,27,207
11881,4,21,10,3,60,60,255,39,39,60,207
11882,60,60,60,60,60,60,60,39,39,2317,207
11883,39,39,2317,2317,39,0,0,0,0,0,207
11884,2,3,3,6,38,13,3,6,2,19,237
11885,38,3,19,38,38,13,13,38,1,8,237
11886,3,6,1,38,15,15,38,3,38,2,237
11887,38,1695,19,13,38,19,19,13,19,14,237
11888,38,1,13,38,19,3,13,896,137,13,237
11889,1,11,6,75,38,19,75,1,11,11,237
11890,13,11,1,11,14,13,1,1,19,14,237
11891,19,19,14,1,19,14,19,14,1,19,237
11892,13,19,152,19,1,13,75,13,14,1,237
11893,14,13,1,14,14,1,14,1,14,13,237
11894,13,1,14,1,14,1,14,75,14,14,237
11895,1,556,220,1,14,14,14,1,14,43,237
11896,81,14,1,14,1,14,14,14,1,14,237
11897,14,13,14,1,14,1,14,14,14,1,237
11898,14,1,14,14,1,14,14,14,1,1,237
11899,14,14,14,1,14,1,14,14,1,14,237
11900,14,1,14,1,14,14,1,1,14,14,237
11901,14,14,1,1,14,14,1,14,14,14,237
11902,1,14,1,14,14,14,1,14,14,14,237
11903,1,14,1,14,14,1,14,14,14,1,237
11904,1,14,14,14,14,1,14,14,14,1,237
11905,14,1,14,14,1,14,14,1,14,1,237
11906,14,14,14,14,1,1,14,14,14,1,237
11907,14,1,14,14,1,14,14,1,14,1,237
11908,14,14,14,14,1,1,14,14,1,14,237
11909,1,14,14,1,14,14,1,14,1,14,237
11910,14,14,1,14,1,14,14,14,1,14,237
11911,1,14,14,1,14,14,1,14,1,14,237
11912,14,14,1,1,14,14,14,1,14,1,237
11913,14,14,1,14,14,1,14,1,14,14,237
11914,14,556,220,220,1,14,220,220,14,14,237
11915,14,1,1,14,14,14,1,14,14,1,237
11916,14,1,14,14,14,1,14,14,14,1,237
11917,14,1,14,14,14,1,14,1,14,14,237
11918,1,14,14,14,1,1,14,14,14,1,237
11919,14,1,14,14,1,14,14,1,14,1,237
11920,14,14,14,1,14,1,14,14,1,14,237
11921,1,14,14,1,14,14,14,1,1,14,237
11922,14,14,1,1,14,14,14,1,14,1,237
11923,14,14,1,14,14,14,1,1,14,14,237
11924,14,1,1,14,14,14,1,14,1,14,237
11925,14,1,14,14,14,1,1,14,14,1,237
11926,1,14,14,14,1,14,1,14,14,1,237
11927,14,1,14,14,1,14,14,14,1,1,237
11928,14,14,14,1,14,1,14,14,1,14,237
11929,14,1,14,1,14,14,14,1,1,14,237
11930,14,14,1,1,19,1,19,1,1,1,237
11931,38,13,1,13,13,1,19,137,896,13,237
11932,11,13,1,75,13,11,1,11,11,11,237
11933,1,1,13,14,14,14,14,1,1,1,237
11934,1,1,14,1,14,1,14,1,14,1,237
11935,14,14,1,1,14,14,1,14,1,14,237
11936,1,14,13,1,14,1,14,14,14,1,237
11937,1,14,14,1,1,14,14,1,14,14,237
11938,1,14,1,14,14,1,1,14,14,1,237
11939,1,14,14,1,14,14,1,1,14,14,237
11940,1,14,1,14,1,14,14,1,14,1,237
11941,14,14,1,1,14,14,1,1,14,14,237
11942,13,2,38,19,19,15,13,1,8,13,237
11943,3,2,2,14,1,14,1,2,2,3,237
11944,1548,1548,816,375,375,1,816,1548,1548,1219,237
11945,61,1219,1548,816,2972,1219,1089,1219,1548,2972,237
11946,61,816,61,1,6,1219,1,14,1,14,237
11947,14,1,14,14,14,1,14,1,14,1,237
11948,14,1,14,1,14,14,1,14,14,1,237
11949,1,14,14,1,14,14,1,14,1,14,237
11950,14,1,14,14,14,1,1,14,14,1,237
11951,14,1,14,1,14,14,14,1,14,14,237
11952,1,1,14,14,1,14,1,1,14,14,237
11953,1,14,14,14,1,14,1,14,1,14,237
11954,14,1,1,14,14,14,1,1,14,14,237
11955,1,14,1,14,14,1,1,1,14,1,237
11956,14,1,14,1,14,14,1,1,14,14,237
11957,14,1,14,1,75,14,1,14,1,14,237
11958,1,14,14,1,1,14,14,1,14,1,237
11959,220,220,14,1,14,14,1,14,1,14,237
11960,14,1,1,14,14,1,14,14,1,1,237
11961,14,14,1,1,14,14,1,14,1,14,237
11962,14,1,14,1,14,1,14,14,1,1,237
11963,14,14,14,1,14,1,14,1,14,1,237
11964,14,1,14,14,14,1,1,14,14,1,237
11965,14,1,14,1,14,14,1,14,1,14,237
11966,14,1,1,14,14,1,1,14,14,1,237
11967,14,1,14,1,14,14,1,1,14,14,237
11968,14,1,1,14,14,1,14,1,14,1,237
11969,14,14,14,1,1,14,14,1,1,14,237
11970,14,1,1,1,13,1,1,1,2,2,237
11971,13,19,19,1,13,19,13,137,13,1,237
11972,75,896,11,11,13,1,11,1,1,1,237
11973,11,11,1,13,1,11,1,11,1,11,237
11974,11,11,1,1,11,11,11,1,11,1,237
11975,1,13,1,1,8,13,1,1,13,19,237
11976,19,13,1,8,13,3,1,1,19,15,237
11977,2,2,6,3,6,3,2,2,6,3,237
11978,2,6,3,43,2,2,6,3,2,6,237
11979,3,2,556,220,220,220,255,796,2114,424,237
11980,81,271,271,271,271,192,2,6,2,3,237
11981,3,2,6,2,2,424,424,424,2,6,237
11982,2,3,3,6,25,2,25,2,3,64,237
11983,343,25,343,343,2,2,3,2,576,227,237
11984,3026,401,278,401,227,600,424,2,2,6,237
11985,3,3,6,2,2,424,2,2,6,3,237
11986,6,3,2,424,2,2,6,3,6,3,237
11987,2,3223,81,209,2,2,6,3,6,3,237
11988,2,2,25,25,25,43,2,220,556,220,237
11989,220,2,2,2,25,25,25,25,25,25,237
11990,25,25,25,25,25,25,25,13,38,19,237
11991,13,3,38,19,3,19,2,38,15,38,237
11992,19,15,19,13,38,6,3,38,38,38,237
11993,7,13,19,1,7,13,38,1,7,38,237
11994,13,75,6,75,19,75,75,19,13,7,237
11995,7,1,1,7,19,7,1,7,19,7,237
11996,1,7,7,1,1,1,7,7,7,7,237
11997,1,7,1,7,7,1,1,19,1,1,237
11998,1,1,1,1,7,7,7,1,1,7,237
11999,7,7,13,7,1,1,7,7,7,1,237
12000,7,1,1,7,7,7,1,1,7,7,237
12001,7,7,1,1,7,7,7,1,7,7,237
12002,7,1,1,7,1,7,7,1,1,1,237
12003,25,25,25,25,25,25,25,25,25,25,237
12004,25,25,25,25,25,25,25,25,25,25,237
12005,25,25,25,25,25,25,25,25,25,25,237
12006,25,25,25,25,25,25,25,25,25,25,237
12007,25,25,25,25,25,25,25,25,25,25,237
12008,2,25,25,25,25,25,25,25,25,25,237
12009,25,25,25,25,25,2,25,25,25,25,237
12010,25,25,25,25,25,25,25,25,38,15,237
12011,2,192,3,2,2,6,3,6,3,2,237
12012,3743,81,43,2,2,2,25,2,25,25,237
12013,25,25,25,25,25,2,25,25,25,25,237
